Id,Wohngebiet,Nachbarschaft,Bedingung1,Wohnungsklasse,Gebauedetyp,Wohnungsstil,Baujahr,Umbaujahr,Hausqualitaet,Hauszustand,Grundstuecksgroesse,Gelaendekontur,Grundstueckanordnung,Strassenlaenge,Fundament,Mauerwerktyp,Mauerwerkflaeche,Verkleidung1,Verkleidung2,Dachtyp,Aussenmaterialqualitaet,Aussenmaterialzustand,Kellerhoehe,Kellerzustand,Kellerbelichtung,Kellerbereich1,Kellerbereichgroesse1,Kellerbereich2,KellerbereichgroesseNAu,KellerbereichgroesseGes,KellerVollbadezimmer,KellerHalbbadezimmer,OberirdischeWohnflaeche,1Stockflaeche,2Stockflaeche,OberirdischeRaueme,Funktionalitaet,OberirdischeVollbadezimmer,OberirdischeHalbbadezimmer,Schlafzimmer,Kuechen,KuechenQualitaet,Kamine,Kaminqualitaet,Heizung,Heizungsqualitaet,Klimalanlage,Elektrik,Holzdeckflaeche,OffeneVerandaflaeche,GeschlosseneVerandaflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Poolflaeche,Zaunqualitaet,Garagentyp,Garagenbaujahr,Garageninnenausbau,Garagenautos,Garagenflaeche,EinfahrtGepflastert,SondermerkmalWert,Verkaufsmonat,Verkaufsjahr,Verkaufstyp,Verkaufsbedingung,Verkaufspreis
310,WN,Hochsch,Norm,20,1Fam,1Sto,2017,2017,8,5,994.41,Ebn,Eck,25.5,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Ag,Ty,Du,NAu,0.0,NAu,111.06,111.06,0.0,0.0,111.06,111.06,0.0,7,Typ,2,0,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,2.7,0.0,0.0,0.0,0.0,Nan,Verbund,2017.0,GAu,2.0,43.56,J,0.0,1,2018,GarK,Normal,152915.0
311,WN,Höchst,Norm,20,1Fam,1Sto,1960,2017,5,7,864.0,Ebn,Inn,24.0,BetonSte,Kein,0.0,Metall,Metall,Giebel,Gu,Du,Ty,Ty,Ke,DWR,54.63,NAu,45.54,100.17,0.0,0.0,100.17,100.17,0.0,5,Typ,1,0,3,1,Gu,1,Gu,GasWO,Gu,J,SLSRo,0.0,7.2,10.8,0.0,0.0,0.0,Nan,Verbund,1960.0,NAu,1.0,23.76,J,0.0,7,2019,GarK,Normal,124950.0
312,WN,Hochsch,Norm,20,1Fam,1Sto,2017,2017,7,5,866.43,Ebn,Inn,22.2,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Du,GWR,2.16,NAu,119.43,121.59,0.0,0.0,122.49,122.49,0.0,6,Typ,2,0,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,4.5,0.0,0.0,0.0,0.0,Nan,Verbund,2017.0,GAu,2.0,54.9,J,0.0,6,2018,GarK,Normal,164050.0
313,WN,Höchst,Norm,20,1Fam,1Sto,1962,1962,5,7,648.0,Ebn,Eck,18.0,BetonSte,Kein,0.0,Metall,Metall,Giebel,Du,Gu,Ty,Gu,Ke,DWR,56.7,UWR,0.0,65.88,1.0,0.0,65.88,65.88,0.0,4,Typ,1,0,2,1,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,6.12,0.0,0.0,0.0,0.0,Nan,Abgetr,1962.0,NAu,1.0,21.6,J,0.0,9,2019,GarK,Normal,101065.0
314,WN,Höchst,Norm,20,1Fam,1Sto,1971,2000,5,6,864.0,Ebn,Inn,24.0,BetonSte,Kein,0.0,HolzSch,HlzSch,Giebel,Du,Du,Ty,Ty,Mn,UWR,82.35,NAu,30.24,112.59,1.0,0.0,128.97,128.97,0.0,7,Ger1,1,0,3,1,Du,1,Gu,GasWO,Du,J,SLSRo,12.96,0.0,18.45,0.0,0.0,0.0,Nan,Verbund,1971.0,NAu,2.0,39.69,J,0.0,6,2016,GarK,Normal,136850.0
315,WN,Nordend,Norm,50,1Fam,1.5V,1988,1988,6,5,1695.33,Ebn,Inn,21.633222297124714,BetonGeg,Kein,0.0,Metall,Metall,Giebel,Du,Du,Gu,Ty,Mn,DWR,61.83,SQ,44.19,110.16,0.0,1.0,170.19,115.83,54.36,7,Typ,3,0,3,1,Du,1,Du,GasWO,Du,J,SLSRo,0.0,6.21,0.0,0.0,0.0,0.0,Nan,Verbund,1988.0,GAu,2.0,61.02,J,0.0,4,2020,GarK,Normal,180625.0
316,D,Schwanh,Norm,60,1Fam,2Sto,2016,2016,8,5,954.27,Ebn,Inn,25.2,BetonGeg,Stein,10.89,Vinyl,Vinyl,Walm,Gu,Du,Ag,Gu,Ke,GWR,61.38,NAu,19.62,81.0,1.0,0.0,161.55,81.81,79.74,8,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,15.12,4.05,0.0,0.0,0.0,0.0,Nan,Verbund,2016.0,Aus,3.0,70.38,J,0.0,7,2019,GarK,Normal,229500.0
317,WN,Ginnhei,Norm,80,1Fam,GSto,2010,2010,7,5,697.5,Ebn,Inn,20.67056333571276,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Gu,Ty,Ke,GWR,22.5,NAu,12.06,34.56,0.0,0.0,128.7,69.66,59.04,7,Typ,2,1,3,1,Du,1,Du,GasWO,Ag,J,SLSRo,16.2,0.0,0.0,0.0,0.0,0.0,Nan,Eingeb,2010.0,Aus,2.0,36.0,J,0.0,4,2020,GarK,Normal,153000.0
318,WM,Altstad,Norm,50,1Fam,1.5V,1958,2012,3,7,540.0,Ebn,Inn,15.0,BetonSte,Kein,0.0,Metall,Metall,Giebel,Du,Gu,Ty,Ty,Ke,DWR,29.79,NAu,28.62,58.41,0.0,0.0,106.47,61.11,45.36,6,Typ,1,1,2,1,Du,0,Nan,GasWO,Ag,J,SLSRo,0.0,15.84,0.0,0.0,0.0,0.0,Nan,Abgetr,1991.0,NAu,1.0,27.72,J,0.0,6,2017,GarK,Normal,102000.0
319,WN,Nied,Norm,120,StHAb,1Sto,2015,2016,6,5,681.93,Ebn,Eck,18.3,BetonGeg,Stein,23.04,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Du,DWR,1.8,NAu,120.78,122.58,0.0,0.0,122.58,122.58,0.0,6,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,17.28,2.52,0.0,0.0,0.0,0.0,Nan,Verbund,2015.0,GAu,2.0,41.4,J,0.0,6,2017,GarK,Normal,165495.0
320,WN,Nied,Norm,20,1Fam,1Sto,2015,2016,7,5,893.34,Ebn,Inn,21.0,BetonGeg,ZiegGla,18.9,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Mn,GWR,106.02,NAu,39.24,145.26,1.0,0.0,145.26,145.26,0.0,7,Typ,2,0,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,9.0,3.42,0.0,0.0,0.0,0.0,Nan,Verbund,2015.0,GAu,3.0,79.02,J,0.0,5,2017,GarK,Normal,208845.0
321,WN,Hochsch,Norm,60,1Fam,2Sto,2012,2012,7,5,1260.54,Ebn,Inn,19.5,BetonGeg,ZiegGla,12.96,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Nan,NAu,0.0,NAu,84.24,84.24,0.0,0.0,159.84,84.24,75.6,7,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,12.96,8.64,0.0,0.0,0.0,0.0,Nan,Verbund,2012.0,GAu,2.0,42.66,J,0.0,2,2016,GarK,Normal,163625.0
322,WM,Hausen,Norm,120,StHAb,1Sto,2008,2008,6,5,405.0,Ebn,2St,9.6,BetonGeg,ZiegGla,39.87,Vinyl,Vinyl,Walm,Du,Gu,Ag,Gu,Ke,GWR,108.09,NAu,3.24,111.33,1.0,0.0,120.33,120.33,0.0,5,Typ,2,0,2,1,Du,0,Nan,GasWO,Ag,J,SLSRo,0.0,17.91,0.0,0.0,0.0,0.0,Nan,Verbund,2008.0,Aus,2.0,36.45,J,0.0,3,2016,GarK,Normal,130475.0
323,WM,Altstad,Norm,60,1Fam,2Sto,1956,2002,7,8,304.02,Hng,Inn,18.0,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,Du,Gu,Ty,Ty,Ke,NAu,0.0,NAu,58.59,58.59,0.0,0.0,125.01,63.63,61.38,6,Typ,1,1,3,1,Du,2,Gu,GasWO,Gu,J,SLSRo,0.0,0.0,11.34,0.0,0.0,0.0,Nan,Abgetr,1957.0,NAu,1.0,21.6,P,0.0,9,2019,GarK,Normal,114750.0
324,D,Schwanh,Norm,20,1Fam,1Sto,2018,2019,8,5,731.25,Ebn,Eck,19.5,BetonGeg,ZiegGla,25.92,Vinyl,Vinyl,Walm,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,165.24,165.24,0.0,0.0,165.24,165.24,0.0,8,Typ,2,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,15.75,0.0,0.0,0.0,0.0,Nan,Verbund,2019.0,Aus,2.0,46.53,J,0.0,10,2019,Neu,Unfertig,224825.0
325,WN,Oberrad,Norm,120,StHAb,1Sto,2012,2012,7,5,264.42,Ebn,Inn,22.654825607250814,BetonGeg,ZiegGla,3.6,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Du,GWR,93.42,NAu,29.7,123.12,1.0,0.0,135.99,135.99,0.0,5,Typ,2,0,2,1,Gu,1,Du,GasWO,Ag,J,SLSRo,11.7,2.7,0.0,0.0,0.0,0.0,Nan,Verbund,2012.0,Aus,2.0,35.82,J,0.0,5,2016,GarK,Normal,209941.5
326,WM,Gallus,Norm,180,StHAb,GFoy,2015,2016,6,5,330.75,Ebn,Inn,10.5,Holz,ZiegGla,7.2,Vinyl,Vinyl,Giebel,Du,Du,Gu,Ty,Gu,GWR,49.23,NAu,0.0,49.23,1.0,0.0,96.48,96.48,0.0,5,Typ,1,0,2,1,Du,0,Nan,GasWO,Gu,J,SLSRo,0.0,2.52,0.0,0.0,0.0,0.0,Nan,Tiefgar,2015.0,Aus,2.0,47.25,J,0.0,4,2019,GarK,Normal,123675.0
327,WN,Kalbach,Norm,50,1Fam,1.5V,2002,2010,8,5,961.02,Ebn,Inn,25.5,BetonGeg,ZiegGla,30.33,Hartfas,Hartfas,Walm,Gu,Du,Gu,Ty,Ke,GWR,63.0,NAu,88.47,151.47,0.0,0.0,258.48,191.61,66.87,9,Typ,2,1,4,1,Gu,1,Du,GasWO,Ag,J,SLSRo,0.0,2.97,0.0,0.0,0.0,0.0,Nan,Verbund,2002.0,Aus,2.0,48.69,J,0.0,4,2017,GarK,Normal,242250.0
328,D,Schwanh,Norm,20,1Fam,1Sto,2016,2016,8,5,1064.16,Ebn,Eck,30.0,BetonGeg,ZiegGla,26.82,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Du,NAu,0.0,NAu,151.65,151.65,0.0,0.0,151.65,151.65,0.0,5,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,10.08,5.67,0.0,0.0,0.0,0.0,Nan,Verbund,2016.0,Aus,3.0,59.22,J,0.0,4,2017,GarK,Normal,215050.0
329,WN,Bornhei,Hbf,50,1Fam,1.5V,1949,1960,6,5,579.15,Ebn,Inn,19.5,ZiegFli,Kein,0.0,Metall,Metall,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,87.48,87.48,0.0,0.0,141.93,87.48,54.45,6,Typ,1,0,3,1,Ar,1,Gu,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1949.0,NAu,1.0,28.08,J,0.0,10,2016,GarK,Normal,119170.0
330,WN,Eckenhe,Norm,45,1Fam,1.5U,1936,1960,5,5,953.46,Ebn,Inn,16.5,ZiegFli,Kein,0.0,Holz,Holz,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,69.12,69.12,0.0,0.0,71.01,71.01,0.0,5,Typ,1,0,2,1,Du,0,Nan,GravOf,Ar,N,SLSRo,0.0,0.0,10.08,0.0,0.0,0.0,MnPrv,Abgetr,1936.0,NAu,1.0,18.0,J,0.0,6,2017,GarK,Normal,82025.0
331,WN,Hochsch,Norm,60,1Fam,2Sto,2008,2008,7,6,877.5,Ebn,Eck,22.5,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Gu,Ty,Du,GWR,87.75,NAu,11.97,99.72,1.0,0.0,188.73,99.72,89.01,8,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,22.77,15.3,0.0,0.0,0.0,0.0,Nan,Abgetr,2008.0,GAu,2.0,52.47,J,0.0,6,2016,GarK,Normal,233155.0
332,WN,Gallus,Norm,20,1Fam,1Sto,1966,1966,4,6,1542.6,Ebn,Inn,19.337650927603903,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Ty,Ty,Ke,DWR,95.31,NAu,6.75,102.06,0.0,0.0,110.61,110.61,0.0,6,Typ,1,0,3,1,Du,0,Nan,GasWO,Ag,J,SichDu,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1966.0,GAu,1.0,25.56,J,0.0,4,2019,GarK,Normal,114750.0
333,WN,Westend,Norm,60,1Fam,2Sto,2003,2004,7,5,950.4,Ebn,Eck,25.5,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Gu,Gu,Gu,Ke,GWR,42.66,NAu,54.45,97.11,1.0,0.0,169.11,97.11,72.0,8,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,36.0,9.0,12.96,0.0,0.0,0.0,MnPrv,Verbund,2003.0,GAu,2.0,42.57,J,0.0,8,2019,GarK,Normal,203915.0
334,WN,Hochsch,Norm,20,1Fam,1Sto,2004,2005,8,5,1073.43,Ebn,Inn,21.9,BetonGeg,ZiegGla,46.71,Hartfas,Hartfas,Walm,Gu,Du,Gu,Ty,Gu,UWR,36.72,GWR,61.47,140.04,0.0,0.0,143.28,143.28,0.0,7,Typ,2,0,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,10.8,3.15,0.0,0.0,0.0,0.0,Nan,Verbund,2004.0,Aus,2.0,43.56,J,0.0,6,2017,GarK,Normal,193800.0
335,WM,Eisenba,Norm,50,1Fam,1.5V,1941,1960,7,4,698.22,Ebn,Eck,20.35955044048736,BetonGeg,ZiegGla,54.0,Stuck,Stuck,Giebel,Du,Ar,Ty,Ty,Ke,SQ,20.16,NAu,73.44,93.6,0.0,0.0,163.62,110.34,53.28,7,Typ,1,1,4,1,Du,2,Du,GasWO,Ag,J,SichAr,0.0,0.0,0.0,0.0,16.56,0.0,Nan,Abgetr,1961.0,NAu,1.0,21.6,J,0.0,6,2017,GarK,Normal,144075.0
336,WN,Westend,Norm,20,1Fam,1Sto,2000,2001,7,7,1321.56,Ebn,SG,27.0,BetonSte,ZiegGla,21.06,Hartfas,Hartfas,Walm,Gu,Du,Gu,Ty,Mn,DWR,43.65,UWR,134.64,194.22,0.0,0.0,197.64,197.64,0.0,7,Typ,2,0,3,1,Gu,1,Du,GasWO,Gu,J,SLSRo,7.56,6.3,0.0,0.0,0.0,0.0,Nan,Verbund,2000.0,GAu,3.0,63.09,J,0.0,6,2019,GarK,Normal,231115.0
337,WN,Oberrad,Norm,120,StHAb,1Sto,2013,2013,8,5,287.64,Ebn,Inn,21.707272986464094,BetonGeg,ZiegGla,3.6,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Gu,NAu,0.0,NAu,114.57,114.57,0.0,0.0,131.04,131.04,0.0,7,Typ,2,0,2,1,Gu,1,Du,GasWO,Ag,J,SLSRo,12.87,1.8,0.0,0.0,0.0,0.0,Nan,Verbund,2013.0,Aus,2.0,36.0,J,0.0,5,2016,GarK,Normal,182750.0
338,WN,Gallus,Norm,30,1Fam,1Sto,1924,1960,3,3,742.32,Ebn,Inn,13.5,ZiegFli,Kein,0.0,Stuck,Stuck,Giebel,Du,Du,Ty,Ty,Ke,UWR,3.69,NAu,74.07,77.76,1.0,0.0,77.76,77.76,0.0,5,Typ,1,0,2,1,Du,0,Nan,GasWO,Du,N,SichAr,0.0,0.0,9.0,0.0,0.0,0.0,Nan,Verbund,2015.0,NAu,0.0,0.0,N,0.0,9,2018,GarK,Normal,56950.0
339,WN,Nied,Norm,120,StHau,1Sto,2016,2016,8,5,413.1,Ebn,Inn,10.2,BetonGeg,Stein,9.72,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Gu,Mn,GWR,2.16,NAu,137.7,139.86,0.0,0.0,139.86,139.86,0.0,6,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,14.04,6.57,0.0,0.0,0.0,0.0,Nan,Verbund,2016.0,GAu,2.0,56.43,J,0.0,8,2017,GarK,Normal,178075.0
340,D,Schwanh,Norm,60,1Fam,2Sto,2017,2017,7,6,731.25,Ebn,Inn,19.5,BetonGeg,Kein,0.0,Zement,ZementPl,Giebel,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,73.17,73.17,0.0,0.0,149.85,73.98,75.87,7,Typ,2,1,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,2017.0,GAu,2.0,50.58,J,0.0,5,2018,GarK,Normal,175057.5
341,WN,Sossenh,Norm,20,1Fam,1Sto,2011,2011,8,5,604.62,Ebn,Inn,20.685373473580636,BetonGeg,ZiegGla,7.74,Vinyl,Vinyl,Giebel,Gu,Du,Ag,Ty,Mn,GWR,22.5,NAu,91.53,114.03,0.0,0.0,118.08,118.08,0.0,5,Typ,2,0,2,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,23.04,2.52,0.0,0.0,0.0,0.0,Nan,Verbund,2011.0,NAu,2.0,42.39,J,0.0,1,2017,GarK,Normal,153425.0
342,WN,Sachsen,Zubr,20,1Fam,1Sto,1973,1973,5,5,675.0,Ebn,Eck,22.5,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,Du,Du,Ty,Ty,Ke,DWR,74.16,NAu,19.44,93.6,1.0,0.0,93.6,93.6,0.0,5,Typ,1,1,3,1,Du,0,Nan,GasWO,Ar,J,SLSRo,0.0,0.0,19.8,0.0,0.0,0.0,MnPrv,Verbund,1973.0,Aus,1.0,27.72,J,0.0,6,2020,GarK,Normal,113050.0
343,WN,Ginnhei,Norm,60,1Fam,2Sto,2010,2010,6,5,730.89,Ebn,Inn,20.445449240121043,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,85.77,85.77,0.0,0.0,149.76,85.77,63.99,7,Typ,2,1,3,1,Du,1,Du,GasWO,Ag,J,SLSRo,9.0,3.6,0.0,0.0,0.0,0.0,Nan,Verbund,2010.0,GAu,2.0,41.4,J,0.0,1,2016,GarK,Normal,146540.0
344,WN,Kalbach,Norm,20,1Fam,1Sto,2002,2003,8,5,1142.28,Ebn,Inn,28.07563226965086,BetonGeg,Kein,0.0,ZiegMau,ZiegGla,Walm,Gu,Du,Gu,Ty,Ke,GWR,110.79,NAu,177.21,288.0,1.0,0.0,290.52,290.52,0.0,10,Typ,3,0,4,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,23.76,6.75,26.19,0.0,0.0,0.0,Nan,Verbund,2002.0,GAu,2.0,49.14,J,0.0,5,2017,GarK,Normal,365500.0
345,WN,Nordend,Norm,20,1Fam,1Sto,1987,1987,6,6,1057.59,Ebn,Inn,31.5,BetonSte,ZiegGla,43.2,Sperrho,Sperrho,Walm,Du,Du,Gu,Ty,Ke,UWR,63.45,NAu,102.51,165.96,0.0,0.0,165.96,165.96,0.0,7,Typ,2,0,3,1,Du,1,Du,GasWO,Ag,J,SLSRo,0.0,10.98,0.0,0.0,0.0,0.0,MnPrv,Verbund,1987.0,GAu,2.0,49.14,J,0.0,1,2020,GeBU,Normal,161500.0
346,WM,Wiesend,Norm,180,StHAb,GFoy,1982,1982,4,6,134.19,Ebn,Inn,6.3,BetonSte,Kein,0.0,Zement,ZementPl,Giebel,Du,Du,Gu,Ty,Du,SQ,13.5,GWR,0.0,56.7,1.0,0.0,56.7,56.7,0.0,3,Typ,1,0,1,1,Du,0,Nan,GasWO,Ag,J,SLSRo,8.64,2.16,0.0,0.0,0.0,0.0,Nan,Verbund,2015.0,NAu,0.0,0.0,J,0.0,5,2020,GarK,Normal,64175.0
347,WM,Altstad,Norm,70,1Fam,2Sto,1910,2015,5,8,887.04,Ebn,Eck,18.6,BetonGeg,Kein,0.0,Zement,ZementPl,Walm,Gu,Gu,Ar,Ty,Ke,NAu,0.0,NAu,64.44,64.44,0.0,0.0,181.26,90.63,90.63,8,Typ,2,0,5,1,Du,0,Nan,GasWO,Ag,J,SichDu,0.0,6.48,15.03,0.0,0.0,0.0,Nan,Abgetr,1910.0,NAu,2.0,56.16,J,0.0,6,2016,GarK,Normal,143650.0
348,WN,Ginnhei,Norm,60,1Fam,2Sto,2009,2010,6,5,712.53,Ebn,Inn,18.6,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,85.77,85.77,0.0,0.0,148.23,85.77,62.46,7,Typ,2,1,3,1,Du,1,Du,GasWO,Ag,J,SLSRo,0.0,3.6,0.0,0.0,0.0,0.0,Nan,Verbund,2009.0,GAu,2.0,41.4,J,0.0,8,2017,GarK,Normal,148750.0
349,WN,Nied,Norm,60,1Fam,2Sto,2014,2015,9,5,795.06,Ebn,Inn,22.2,BetonGeg,Stein,19.44,Vinyl,Vinyl,Walm,Gu,Du,Ag,Ty,Ke,GWR,105.3,NAu,26.28,131.58,1.0,0.0,200.16,131.58,68.58,10,Typ,2,1,4,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,16.56,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,2014.0,Aus,3.0,66.42,J,0.0,6,2019,GarK,Normal,297500.0
351,WM,Wiesend,Norm,160,StHau,2Sto,1980,1980,4,5,137.34,Ebn,Inn,6.3,BetonSte,Kein,0.0,Zement,ZementPl,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,49.14,49.14,0.0,0.0,98.28,49.14,49.14,5,Typ,1,1,3,1,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,3.06,0.0,0.0,0.0,0.0,GuPrv,Verbund,2015.0,NAu,0.0,0.0,J,0.0,6,2016,GarK,Normal,67575.0
352,D,Schwanh,Norm,20,1Fam,1Sto,2016,2017,7,5,810.0,Ebn,Inn,22.5,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,120.15,120.15,0.0,0.0,120.15,120.15,0.0,6,Typ,2,0,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,18.9,0.0,0.0,0.0,0.0,Nan,Verbund,2017.0,GAu,2.0,51.75,J,0.0,6,2017,Neu,Unfertig,178840.0
353,WN,Höchst,Norm,20,1Fam,1Sto,1965,1965,5,7,665.1,Ebn,Inn,19.337650927603903,BetonSte,ZiegGla,13.59,Holz,Holz,Walm,Du,Du,Ty,Ty,Ke,DWR,81.18,NAu,17.64,98.82,1.0,0.0,98.82,98.82,0.0,6,Typ,1,0,3,1,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1965.0,NAu,1.0,23.4,J,0.0,7,2018,GarK,Normal,114750.0
354,WN,Oberrad,Norm,120,StHAb,1Sto,2016,2016,8,5,358.38,Ebn,Inn,15.9,BetonGeg,Kein,0.0,Vinyl,Vinyl,Walm,Gu,Du,Gu,Gu,Du,GWR,103.86,NAu,32.94,136.8,1.0,0.0,141.03,141.03,0.0,7,Typ,2,0,1,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,28.08,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,2016.0,Aus,3.0,58.32,J,0.0,10,2016,Neu,Unfertig,224876.85
355,WN,Sossenh,Norm,60,1Fam,2Sto,2000,2001,7,5,1005.3,Ebn,Eck,22.743982637215428,Holz,Kein,0.0,Metall,Metall,Giebel,Du,Du,Gu,Ty,Ke,SQ,109.44,NAu,0.0,109.44,0.0,0.0,226.26,116.82,109.44,8,Typ,2,1,4,1,Du,0,Nan,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,GuPrv,Verbund,2000.0,Aus,2.0,62.37,J,0.0,4,2016,GarK,Normal,212500.0
356,WN,Hochsch,Norm,20,1Fam,1Sto,2009,2009,7,5,930.15,Ebn,Inn,23.4,BetonGeg,ZiegGla,16.47,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Gu,GWR,61.11,NAu,72.99,134.1,1.0,0.0,135.09,135.09,0.0,6,Typ,2,0,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,12.96,2.61,0.0,0.0,0.0,0.0,Nan,Verbund,2009.0,GAu,2.0,51.93,J,0.0,6,2019,GarK,Normal,173400.0
357,WN,Hochsch,Norm,60,1Fam,2Sto,2013,2013,7,5,760.5,Ebn,Inn,19.5,BetonGeg,ZiegGla,17.64,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,GWR,63.54,NAu,13.5,77.04,1.0,0.0,153.9,77.04,76.86,8,Typ,2,1,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,5.49,0.0,0.0,0.0,0.0,Nan,Verbund,2013.0,GAu,2.0,49.32,J,0.0,2,2018,GarK,Normal,177225.0
358,WN,Nordend,Norm,20,1Fam,1Sto,1984,1984,6,6,900.0,Ebn,Inn,24.0,BetonSte,ZiegGla,15.84,Hartfas,Sperrho,Giebel,Du,Du,Ty,Ty,Ke,DWR,67.95,NAu,31.32,99.27,0.0,0.0,99.27,99.27,0.0,6,Typ,2,0,3,1,Du,0,Nan,GasWO,Du,J,SLSRo,26.55,7.56,0.0,0.0,0.0,0.0,GuHol,Verbund,1984.0,NAu,2.0,41.58,J,0.0,6,2016,GarK,Normal,131750.0
359,WN,Höchst,Haup,50,1Fam,1.5V,1958,2004,6,7,725.76,Ebn,Eck,18.0,BetonSte,Kein,0.0,Metall,Metall,Giebel,Du,Du,Ty,Ty,Ke,SQ,10.8,NAu,66.96,77.76,0.0,0.0,134.55,95.76,0.0,6,Typ,1,0,3,1,Du,0,Nan,GasWO,Du,J,SLSRo,16.2,3.24,0.0,0.0,0.0,0.0,Nan,Abgetr,2004.0,NAu,2.0,51.84,J,0.0,8,2019,GeBU,Abnormal,114750.0
360,WN,Ginnhei,Norm,60,1Fam,2Sto,2015,2015,6,5,722.61,Ebn,Inn,15.3,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,65.52,65.52,0.0,0.0,131.04,65.52,65.52,8,Typ,2,1,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,9.0,2.16,0.0,0.0,0.0,0.0,Nan,Verbund,2015.0,Aus,2.0,36.0,J,0.0,7,2018,GarK,Normal,149600.0
361,WN,Sachsen,Norm,80,1Fam,GSto,1970,1970,6,5,1378.08,Ebn,Inn,26.4,BetonSte,ZiegGla,4.86,Holz,Holz,Walm,Du,Du,Ty,Ty,Du,UWR,52.92,NAu,49.5,102.42,0.0,1.0,102.42,102.42,0.0,6,Typ,1,0,3,1,Du,1,Du,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,12.6,0.0,MnPrv,Verbund,1970.0,GAu,2.0,43.2,J,0.0,3,2019,GeBU,Normal,125800.0
